Variable,desc,code,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010
GO,"REAL ESTATE, RENTING AND BUSINESS ACTIVITIES",K,35222.025,39068.536,41800.287000000004,46304.858,52054.684,57260.554000000004,62839.631,67099.77,72128.966,77227.912,82741.976,87398.347,94417.144,99234.836,105003.078,112279.238,118224.57400000001,127932.47699999998,139206.598,152621.84,164571.399,177674.054,195094.187,211902.414,232125.336,257226.03900000002,287502.336,314750.844,340199.751,375741.203,420357.75,486383.656,565555.125,636877.562,715836.844,765985.469,866431.469,974462.6880000001,1071116.469,1173496.688,1292038.438,1434640.125,1558626.188,1684037.125,1752854.438,1880599.563,1992980.188,2147984.625,2320405.25,2514474.125,2739248.5,3012060.625,3266684.375,3604317.625,3753921.5,3840206.625,4022229.375,4337884.5,4727371.0,5006212.0,5314765.25,5475558.25,5325343.25,5337932.5
GO,Real estate activities,70,24348.246,27032.57,29487.078,32500.707,36193.305,39966.281,43887.504,47183.059,50008.82,52850.992,55991.656,59572.57,63156.492,66135.055,69134.719,72889.992,75928.039,81826.688,88678.297,95425.336,102982.508,110553.898,120208.289,129783.664,143121.938,157218.969,171002.797,186718.891,204034.938,223632.906,249109.719,281636.656,316934.875,356853.406,400948.094,435177.125,471702.344,515375.75,564861.875,615113.25,666034.688,721831.625,773664.563,830338.375,876728.125,926954.375,978908.0,1051146.5,1116795.25,1174705.375,1245348.625,1328402.625,1410057.625,1548489.625,1652998.5,1729128.875,1807897.125,1959518.75,2153894.0,2243106.25,2313351.0,2328451.5,2317158.0,2256319.0
GO,Renting of m&eq and other business activities,71t74,10873.779,12035.966,12313.209,13804.151,15861.379,17294.273,18952.127,19916.711,22120.146,24376.92,26750.32,27825.777,31260.652,33099.781,35868.359,39389.246,42296.535,46105.789,50528.301,57196.504,61588.891,67120.156,74885.898,82118.75,89003.398,100007.07,116499.539,128031.953,136164.813,152108.297,171248.031,204747.0,248620.25,280024.156,314888.75,330808.344,394729.125,459086.938,506254.594,558383.438,626003.75,712808.5,784961.625,853698.75,876126.313,953645.188,1014072.188,1096838.125,1203610.0,1339768.75,1493899.875,1683658.0,1856626.75,2055828.0,2100923.0,2111077.75,2214332.25,2378365.75,2573477.0,2763105.75,3001414.25,3147106.75,3008185.25,3081613.5
GO,COMMUNITY SOCIAL AND PERSONAL SERVICES,LtQ,62110.847,65674.60399999999,69856.4,71824.769,88377.73400000001,101537.042,109247.541,109077.37000000001,115052.782,121585.15500000001,132252.134,140568.03399999999,147745.929,154811.129,164238.945,178998.10599999997,191473.188,206251.62,221778.706,247621.353,275212.397,303672.59599999996,328963.126,354779.12600000005,383085.677,414991.37700000004,447802.278,495037.79000000004,553678.5279999999,604666.935,669715.9589999999,739574.647,819149.488,917428.159,1029907.463,1120010.695,1221094.524,1325136.972,1451691.861,1569258.8620000002,1686434.8050000002,1823340.911,1968983.397,2136036.05,2261076.585,2404869.942,2526474.306,2651660.3,2782119.7630000003,2905871.376,3041996.149,3201129.5640000002,3384791.751,3603747.626,3848895.063,4099563.938,4349155.251,4598427.75,4869983.063,5159848.5,5452870.063,5774409.875,5875299.438,6097325.875
GO,PUBLIC ADMIN AND DEFENCE; COMPULSORY SOCIAL SECURITY,L,20664.311,20757.143,22708.563,21837.885,33947.863,43072.359,46983.57,43293.992,44112.328,44808.418,49231.23,50821.824,50981.0,51563.223,53764.652,60343.07,64203.125,66877.891,70466.992,80692.68,91469.781,100239.578,104182.578,105586.156,109450.148,116509.344,119090.688,128812.172,140078.938,148240.969,162222.281,176351.063,194587.234,223852.406,254816.781,280940.0,305439.125,331507.094,361604.375,384012.094,402720.438,416145.469,440395.656,463984.781,485166.781,495533.5,496607.125,499011.844,497826.938,504288.25,520177.0,522220.688,544666.375,575223.938,605893.563,670467.875,739148.625,800869.5,852393.563,901181.625,940585.688,1014000.5,1074086.75,1139324.125
GO,EDUCATION,M,6228.817,7497.443,8232.068,8676.166,8688.987,9147.045,9958.778,11208.229,12187.023,13484.4,15234.679,17160.664,19425.023,22087.424,24133.234,26170.871,28538.041,31215.082,34513.32,38782.711,43106.922,48472.703,54585.203,62129.18,69386.688,76227.844,84740.531,95218.523,108506.859,118935.891,129926.469,142445.391,156543.906,173343.109,190676.797,207587.969,224059.484,241989.938,266151.344,291102.813,309122.375,333718.0,361688.938,393545.938,419800.813,447150.875,504314.781,533025.313,561566.75,589572.5,623727.75,663406.063,712622.313,767939.75,821841.375,858433.063,902927.938,944324.375,1000740.375,1062818.25,1134361.0,1197917.625,1203335.5,1240120.5
GO,HEALTH AND SOCIAL WORK,N,15320.012,16758.635,18066.887,19512.342,22427.557,24939.375,26649.482,27799.988,29946.648,32405.059,35248.211,38494.32,40689.129,42589.113,45584.461,49473.547,53392.656,59458.352,64577.078,71989.305,80185.266,90470.633,101870.281,114284.859,127732.43,141389.391,156595.313,177005.953,202949.109,225017.766,250701.547,278552.344,311093.156,352912.875,401615.5,440933.625,483316.188,524006.844,574194.188,626513.875,684246.313,750114.813,817493.813,903784.25,974968.75,1052605.875,1087273.0,1146240.375,1213880.625,1267927.125,1325626.5,1397846.25,1475686.875,1568208.25,1703863.0,1824396.0,1933780.0,2044168.25,2179363.25,2301721.0,2445676.75,2603875.5,2683469.5,2775054.75
GO,"OTHER COMMUNITY, SOCIAL AND PERSONAL SERVICES",O,17796.254,18546.074,18721.021,19673.197,21012.867,22187.262,23435.17,24675.41,26433.531,28411.543,30076.318,31534.217,34100.395,36135.23,38149.516,40302.563,42490.098,45725.898,49288.793,53088.445,57380.828,61352.617,65296.043,69636.977,73211.656,77521.547,83893.211,90677.609,98788.414,108537.938,122497.18,137495.625,152303.313,162888.672,178323.656,185787.203,203420.078,221986.719,244066.0,261527.672,284160.938,316616.344,342014.094,366787.625,373305.375,400884.156,428918.906,463073.188,497476.656,532297.063,559659.313,603527.563,638936.188,678616.688,704240.125,733451.0,759070.688,793903.625,822146.875,877653.625,914185.625,939495.25,896886.688,927302.5
GO,PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS,P,2101.453,2115.309,2127.861,2125.179,2300.46,2191.001,2220.541,2099.751,2373.252,2475.735,2461.696,2557.009,2550.382,2436.139,2607.082,2708.055,2849.268,2974.397,2932.523,3068.212,3069.6,3137.065,3029.021,3141.954,3304.755,3343.251,3482.535,3323.533,3355.208,3934.371,4368.482,4730.224,4621.879,4431.097,4474.729,4761.898,4859.649,5646.377,5675.954,6102.408,6184.741,6746.285,7390.896,7933.456,7834.866,8695.536,9360.494,10309.58,11368.794,11786.438,12805.586,14129.0,12880.0,13759.0,13057.0,12816.0,14228.0,15162.0,15339.0,16474.0,18061.0,19121.0,17521.0,15524.0
GO,EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO_QI,TOTAL INDUSTRIES,TOT,15.180605939450151,15.289910636494158,15.502195207154344,17.193440212276528,17.77642307870841,18.293252208311973,19.490065402108552,19.30907660576965,20.62831451538192,20.948326276805044,21.139918612042926,21.287754024548473,23.05124923421985,23.2369403396992,23.64336425607091,25.110851589456054,26.13711609828921,27.521923778525213,29.45964580470446,31.26987556800153,32.087971068279586,33.84242083286604,35.088377356456355,35.08876107314489,36.26201535648236,38.374065476652895,40.31885387682485,40.26575528093208,39.174207960113115,41.15356395023002,43.89975216341529,46.31816241138221,48.11148571725518,47.26021277441605,47.8649648546357,46.92996156000161,48.668594826349434,51.710761869741184,53.40484220798236,55.38879046397453,58.01182479338554,60.228228505857885,61.484725692228196,62.572023280702275,62.24314862454047,64.82451065827614,66.61641809750462,69.5691892578029,71.58176753657256,74.62418763860855,78.5335128646913,82.85235861880625,86.9979285185263,90.83925514378713,91.06442957098743,91.60395284907337,93.44557982795428,96.46506798338942,100.0,102.3054523514013,104.34281163583341,102.60313024831079,96.59346799726188,99.02383168105874
GO_QI,"AGRICULTURE, HUNTING, FORESTRY AND FISHING",AtB,35.6174850968961,38.203595066881476,37.06820756279347,39.365358202801936,38.968326888289226,39.5771237053086,39.58816589097151,40.94591683430557,42.10915995255637,42.82845095082247,42.178634667534595,44.84294938368611,45.74892193904062,46.6917426660094,47.62676745992247,47.654721426389,49.52280132085417,48.27612540903831,51.00129663792393,50.356083072978784,53.01850195229558,53.75337347588713,54.07226283051314,54.44848056255215,59.76333047583754,58.01536315470466,58.81677098006502,56.71580028539871,58.844827176385515,60.20992758173888,62.92173499153458,64.03722765964545,68.50083361551019,66.45219117602869,72.4252465366698,73.05860209685349,67.83546496946471,72.18299749807387,75.28865612276967,74.11693729927362,77.03163326555789,72.71853020665581,76.62728039075036,79.44689483558761,79.96217650103054,83.25296517562039,81.59491000420222,83.26224317229915,86.68199552199562,87.92766206987872,90.04698587185685,92.05821208446716,95.30144255906332,93.87023923731674,93.41940866409229,93.62938166560589,96.89663545154743,99.10243724526373,100.0,99.77368854971685,99.51450109267356,98.53149557029133,100.9645981402019,101.43306804211907
GO_QI,MINING AND QUARRYING,C,57.28732829920356,61.6509470717316,57.079676780370484,63.28635333065887,68.768122819601,69.44665315474573,72.9012279481434,72.67462749308211,78.49341337483402,79.99065281362279,78.62032592424387,72.30472495250409,73.66103968399928,73.37248761733554,73.11948886301712,73.26534821578907,73.76838782718505,75.92774529334254,80.79386756899243,84.32311244526113,85.91305709087811,88.20230223895302,91.2466190017835,93.1750002794458,89.09858531046342,90.01747122043972,91.42910716295346,90.42309522831313,88.99215163054322,90.78057240843653,92.79197664613218,96.13912049671787,100.23043801400728,105.4180581005288,107.75598671381172,102.57803168999786,95.97398107055864,103.51571462069207,100.48407620166128,91.71996328724437,92.49084403662272,95.17203094911709,93.59113442573678,96.26410328502382,95.37984790477054,92.8794516072115,94.20200309485836,96.17952232729654,94.13562693542195,95.43203856297859,98.85902904498732,98.59595223428182,93.3898974973667,94.5679095919559,99.49390523102898,96.39740908755921,95.05152223063898,98.34652769936835,100.0,106.0226831881704,109.5412428618197,112.04963300825496,93.31716800461882,102.82242223412062
GO_QI,TOTAL MANUFACTURING,D,19.153187242938483,18.144592010032667,18.767956210927323,21.53777109044258,22.089792496742277,22.531024114500955,24.982960118756136,24.117968759924167,26.309725296092136,26.200343733069317,25.91164909371674,26.090805328556215,29.119773546404527,29.445344883891618,29.388957052104246,31.638670141081736,33.13871967165237,35.133404033574955,38.05924985091329,40.59764400880238,41.18025264928763,43.37945682797219,44.78331008042623,42.92560327400752,44.30302532520997,48.32541014454429,51.93409393232148,51.27076423915108,46.94645237142163,51.26325002861491,55.29696059223664,58.06293110502658,59.23288425423375,56.01892723071844,56.02424737517739,53.117678332069275,55.34775298231534,59.407496263182075,60.27002822608549,60.950998049462115,65.38678764566201,68.01477983197142,67.83162136265035,68.01989603886135,66.56419139325219,70.32409433525557,72.423458910715,76.64581280338149,79.86845639299996,82.55096611811501,89.03872071859587,93.22643703822068,97.19813286474705,99.07044275370113,94.28895905798694,94.14057437134177,94.4936979926498,96.72232496218581,100.0,100.96046482058212,103.94363503032895,97.826345286186,84.74273894915126,89.69983250302543
GO_QI,"FOOD , BEVERAGES AND TOBACCO",15t16,32.37527701773765,30.12526873625912,32.06933879511264,32.69143213646733,32.559037903300094,33.38526461210114,38.39830859160374,38.68608851355768,39.73070808094515,40.60363029889995,39.9368969798806,43.00219980263081,45.728996720670445,47.38615016355186,48.25252519393569,49.810569860864746,49.64653545653931,51.55727199043682,51.70328388428271,52.49891954836947,55.435367213775194,56.02404853533809,56.806087069705704,57.1834891328961,58.552080846006355,61.95366767398097,60.77449426885138,63.056684994851274,62.38810575676401,66.8032846885834,68.02749508144717,69.90398046813131,69.65493965914091,70.67605425776206,71.92665653495767,73.6202645073556,73.3009966496597,73.92981486175648,75.9807068899919,76.54642987061426,80.07460465401127,81.50604802557247,80.42377668545518,82.1188347004845,82.49078809376888,86.03650965589965,86.38345690520812,88.27547442235007,90.75494569059849,89.60559037982547,92.94892425472734,95.69227515879749,94.8141907028149,95.92239188551686,95.79666392720536,94.47960907804817,96.32022504356463,96.20706369443687,100.0,100.18375017764423,100.81000020689383,99.23712185938348,98.42046848823215,100.51842520504407
GO_QI,"TEXTILES, TEXTILE , LEATHER AND FOOTWEAR",17t19,67.10337042426772,64.00188017195676,68.20906420762611,72.80376294281538,69.3468402561317,72.86530345174337,76.76503562725863,75.20099388845944,80.46001688311861,80.04596972114446,78.44388278157076,83.61247503967701,89.92932609750585,88.38908630616292,88.88256798185347,93.35880468843357,96.70295822013917,100.94474819886628,106.04877069197596,109.76344416033089,113.78285298770886,117.86742017608708,119.77997472339048,115.76256725969304,120.83372210101946,124.43545707591664,125.94374670576909,116.11089775529263,114.43480082733282,121.66890348678427,130.8100706868897,132.55684042786157,129.68990244807156,127.2764277254681,126.09152551119737,123.32007714433074,130.32016505695947,131.20090113370173,126.7267221213702,127.74183382117788,140.2658773956088,138.72691218818147,135.95956915378358,132.01895224712675,130.4203207619841,138.73335804975483,143.59329650962223,149.19577434399474,148.3791268809122,146.46223584145676,152.1359847078904,146.22293681788952,144.4581733348148,139.00977533469108,122.30056307522202,112.31469862821572,106.8449927196255,100.81805825990882,100.0,91.22344951840495,76.41721003819147,65.002870454801,53.17640490203995,54.86623916134946
GO_QI,WOOD AND OF WOOD AND CORK,20,27.762005277952635,23.699888290119382,23.749752740304896,29.66390052267718,30.72113760610844,31.276359070636712,32.161616834638124,31.176578654533795,35.12119389892947,34.599307358206765,33.0078538119624,34.53074978547681,36.89120865040291,35.218735077462114,34.42960374277915,36.09811952877851,36.83785235467257,38.94644828413476,41.29993498697929,42.77894559373071,43.843094083167124,45.5316027520766,46.62428935457411,49.00260436287969,50.50661033929477,59.310849657632865,59.1828561533738,53.47050625219,48.617720261466566,53.73392702924537,59.54113586296052,61.7213094898112,60.99668925517437,57.61795110830806,56.632085455276574,52.26834334669074,58.506381094876794,63.19653715571213,63.648002629633375,67.45586059928408,75.58261897829006,75.21703480630684,74.63668625308419,73.32655329274561,68.47186443688605,72.59398663569272,74.0292950872682,78.1378981893068,79.93250732861817,81.79072781370269,87.17754031967246,92.77698749412771,95.92819117348468,96.21595414857356,90.52512261880693,93.47907111138885,92.56897881230536,94.81553875603217,100.0,100.07595196656418,93.87250059679349,82.79955012577129,62.46364081957348,62.93634691048513
GO_QI,"PULP, PAPER, PAPER , PRINTING AND PUBLISHING",21t22,26.363151404314763,25.705781919134328,26.470001158160564,29.099439127829985,30.390074419809977,29.71384047344529,33.03269926869036,34.31204296692076,36.903221041509134,37.84393143221069,36.98258499334859,40.242951185660054,44.437104588693394,43.4064487034924,43.48997449260759,45.120005767822306,42.86368781733456,44.560245600214905,47.57442901841167,51.4543858387503,52.28082115011341,54.52416120412168,57.39344846630611,56.513122116114815,56.22384533004102,60.464924858206246,64.28211311122682,64.23487187071251,58.61624933521045,63.60211142711962,68.12733877290259,71.71490695841331,72.9966000429296,72.55648431332682,73.87507920753342,75.05775896845587,79.15325043631195,83.40802246662554,84.10425464060154,86.0089662143166,94.00782034145055,95.78371939347689,95.66199123491917,96.11400187489767,94.03867618652687,97.09597015962098,97.74134530715634,99.34741694504037,99.17905981336347,99.14690816250742,103.51740810155854,106.12744974857416,108.57536091894454,108.83182644770635,104.49511038481633,103.69394470987304,99.95718790945536,100.67806617288406,100.0,97.8091983661279,98.74038373147634,93.49745195224102,81.81817845709263,82.18066862813933
GO_QI,"CHEMICAL, RUBBER, PLASTICS AND FUEL",23t25,14.450492785618573,15.441826599342757,15.502125951452602,18.997843450966982,20.17929544885647,20.703367996668263,21.171558178048482,20.280389339198944,22.63464560149759,23.338778518821748,23.37704634297035,25.372519465437968,28.28774888451944,28.70472225186379,29.201080305354793,31.17582949177392,33.666425035621586,36.02178454990376,38.475090767506956,41.11771357972194,42.23868013899014,45.480961738095125,47.87377940484968,47.1166516989697,48.94556614699668,53.70662290618427,56.9224429620712,58.202255270967754,54.18139589387276,60.115407898337914,65.85610024052744,68.2490244955518,70.42426190498179,63.94741470876069,63.31471086820802,61.090745692284365,63.42396352934942,66.02419178399349,65.42147297709711,66.15973385534974,71.49117076741415,73.9545390238257,74.23887396566124,75.07631184406341,74.47016931541522,77.24706008130647,79.27783307065837,82.84726110870646,83.01982607740787,84.18064171818841,89.66024399665132,90.45449386209795,92.91507482021834,92.83247138270954,90.75151546080794,94.57577659184957,92.98194442801733,97.44010975583056,100.0,99.99637989577312,103.77943500721139,95.52108398818444,86.0904554385392,92.1792438690288
GO_QI,"Coke, refined petroleum and nuclear fuel",23,29.561515760052814,29.91692006511905,27.93633425199441,35.803206108396246,39.313514798566295,40.9179066988227,39.64365456910591,40.32460717696402,44.41138782166229,47.33037291758475,47.168624852470145,45.52395396124057,47.02296050336669,47.68072120740791,46.743190670323386,47.69425395356259,49.634113498137495,53.12718387045548,53.417150514598426,55.20777050498073,58.5886136642017,62.10537831396076,63.68885313210173,62.47889843741158,62.88364014506359,64.7734601835823,61.57957967114295,66.13511461909876,67.58600114289685,74.81704864416575,79.79464756850987,77.42898212956824,80.84548074532714,79.87648197941849,69.99255393906526,68.7141162129104,65.16288502218336,73.38152479693136,71.46926688081987,70.26822282504708,77.63308170508883,81.45174570490643,79.77024384006003,79.33192508441036,79.99633615765228,78.33541135626612,78.40282064883701,80.47786482034756,82.34794194985015,83.698858395683,86.82586138639198,86.17177452404894,88.6308274727145,88.28168829297454,89.20966501322071,92.06653926205134,87.17305447942911,94.54678583446359,100.0,98.75128611335884,101.4138887215252,97.13180974158622,89.26985604184945,100.81879309030657
GO_QI,Chemicals and chemical products,24,11.821390636633476,13.554178205481445,14.352903494075138,17.09105275963944,17.800273106661415,18.13688948816175,19.050872222406525,17.67672436913841,19.796152743358444,20.27589722263306,20.41591793789702,22.43187253234455,25.88628600796601,26.37652852902256,27.468843007503285,29.868838370361726,33.12071713029029,35.30446069117331,38.431781010397756,41.60323243510969,41.879880103708835,44.981777822243224,47.39563783092052,47.10404935622991,48.9297308974809,54.069062175505564,58.9578363249038,60.07245411176531,53.89062987987527,60.124419600372455,65.80014534137364,71.25683951239789,74.09558489507614,61.8269463272192,68.75704148420404,64.59863566056283,71.80621863369332,69.04222085308935,68.2997281974806,69.27912489935747,73.33469375890716,75.5115136425338,76.56681979790194,78.06115306210498,77.34105994791359,80.51507200605417,82.36217769869903,85.69697735752865,84.39412686825088,84.77129781027689,91.40935086533024,91.7129429751343,93.28385725851682,92.95587681187982,90.40341962370495,95.50091896132045,95.11658520643334,99.02724643761552,100.0,101.23902217232195,107.86567284232474,96.17400790275317,86.80319374071577,89.05869615423894
GO_QI,Rubber and plastics,25,7.3889738690434426,6.766803383767612,6.525218301391075,7.949813336872987,8.30408643813343,8.37381879759327,9.101781697837046,8.188700012008049,9.439160576778766,8.889993642426445,8.869822270222139,13.25171282502432,15.720597083389546,15.759224658579328,16.036562930022907,17.657569047747707,18.649520658602018,20.22280987365188,22.509595073664723,24.33814202061564,25.396796301887207,28.31772123752807,30.94666555448334,29.660845197695796,32.28707932602588,37.79363916866183,42.56998311089726,40.67178511492053,35.08822007497932,38.42203257465204,44.860502430543086,46.7429280817008,45.75193125813173,41.90483657776498,43.84538842404003,43.71639696323164,46.989933171008964,51.49129026463935,53.3946783190965,56.29983135943642,62.29580045023774,63.95757421264487,64.61444314386497,65.52945458713181,63.51788857965992,70.77417338144586,75.5818166242349,81.48927067401986,83.49503181343889,86.46910724818262,91.99070848504928,95.61102261347446,100.50887350070778,101.41131066078353,96.20220802152514,98.01198562817612,97.8336768209895,98.88692934511184,100.0,99.40958830792457,97.78658009273681,87.97959800206412,74.04092793174395,77.68694520452463
GO_QI,OTHER NON-METALLIC MINERAL,26,26.312561434546037,25.254555350565667,24.97312804482132,30.185789266886395,31.991578982794998,30.60636480630588,31.75227948950567,30.70759723815362,34.59466056331907,34.845122466718166,32.872230468203995,38.74337882683351,44.93175079958978,44.788367699589074,45.512651379749244,48.41870639976225,52.54919471079049,55.24459456666688,59.293315375805015,61.67732209596125,59.7818677497055,62.171809275920836,63.60191402232061,60.56105712494106,62.444325941467156,69.54152626259666,74.14990673523025,72.4745224020812,65.18802242651275,68.28252070351769,72.86385827447161,77.53169688296126,77.39871910302763,69.82561338822185,66.9379218458614,60.05702884363286,63.2755426160062,67.17223100659027,67.64059562373616,69.35967145452113,77.08282577432716,78.22346046225617,77.45813218937394,76.08298222745911,70.18861613938668,73.14953571154241,75.18174643294793,78.68619204620688,80.60329754913148,86.21902721351394,89.33397760353122,94.15624137331385,95.46095603599055,95.46346810345987,92.54980960765764,92.4805904154001,93.83808513175082,96.60382499726927,100.0,102.14090411164463,101.26326062485046,88.66965221357066,67.61127937985883,70.38031258980901
